User_Id,Place_Id,Place_Name,Place_Ratings
4,4,Taman Mini Indonesia Indah (TMII),4
4,377,La Kana Chapel,3
4,43,The Escape Hunt,5
4,15,Pasar Seni,4
4,91,Situs Warungboto,3
4,193,Candi Sewu,5
4,312,Taman Hutan Raya Ir. H. Juanda,3
4,44,Monumen Selamat Datang,2
4,14,Pulau Pelangi,5
4,406,Kebun Bibit Wonorejo,3
4,383,Taman Tabanas,2
4,229,Rabbit Town,2
4,290,Museum Pendidikan Nasional,3
4,5,Atlantis Water Adventure,5
4,294,Taman Film,5
4,309,Observatorium Bosscha,5
4,74,Museum Tengah Kebun,2
4,97,Monumen Yogya Kembali,2
5,421,Museum Kesehatan Dr. Adhyatma,4
5,138,Jogja Exotarium,2
5,436,Taman Flora Bratang Surabaya,5
5,395,Taman Prestasi,2
5,300,Sanghyang Heuleut,4
5,321,Glamping Lakeside Rancabali,3
5,68,Pasar Petak Sembilan,5
5,55,Klenteng Jin De Yuan,5
5,434,Taman Bungkul,4
5,9,Pelabuhan Marina,5
5,166,Kebun Teh Nglinggo,3
5,151,Desa Wisata Kelor,5
5,4,Taman Mini Indonesia Indah (TMII),3
5,61,Tugu Proklamasi,3
5,321,Glamping Lakeside Rancabali,3
5,159,Hutan Pinus Asri,2
5,397,Taman Kunang-Kunang,5
5,391,Flower Farm Setiya Aji,2
5,407,Taman Ekspresi Dan Perpustakaan,3
5,301,Lereng Anteng Panoramic Coffee Place,2
5,143,Seribu Batu Songgo Langit,4
5,27,Sea World,2
5,283,Jembatan Pasupati,4
5,190,Pantai Samas,2
5,346,Indonesia Kaya Park,4
5,67,Margasatwa Muara Angke,4
5,381,Tugu Muda Semarang,3
5,368,Kampoeng Rawa,3
5,433,Museum Mpu Tantular,4
5,301,Lereng Anteng Panoramic Coffee Place,2
5,420,Surabaya Museum (Gedung Siola),3
5,335,Candi Gedong Songo,3
5,115,Monumen Sanapati,3
6,433,Museum Mpu Tantular,4
6,334,Chingu Cafe Little Seoul,2
6,348,Pura Giri Natha,2
6,219,Tebing Karaton,2
6,178,Goa Pindul,3
6,266,Caringin Tilu,3
6,92,Nol Kilometer Jl.Malioboro,2
6,64,Museum Sasmita Loka Ahmad Yani,5
6,102,Monumen Batik Yogyakarta,4
6,166,Kebun Teh Nglinggo,5
6,257,Monumen Bandung Lautan Api,2
6,243,Kampung Korea Bandung,5
6,346,Indonesia Kaya Park,5
6,116,Jurang Tembelan Kanigoro,5
6,359,Taman Bunga Celosia,2
6,121,Candi Prambanan,4
6,385,Kampung Batik Gedong Semarang,4
6,398,Taman Buah Surabaya,5
6,64,Museum Sasmita Loka Ahmad Yani,5
6,88,Museum Benteng Vredeburg Yogyakarta,5
6,119,Lava Bantal,2
6,393,Taman Harmoni Keputih,2
6,4,Taman Mini Indonesia Indah (TMII),4
6,298,Gunung Lalakon,3
6,410,Ciputra Waterpark,2
6,224,Dago Dreampark,5
6,379,Goa Rong,4
6,382,Kampoeng Kopi Banaran,2
7,255,Museum Barli,5
7,269,Bumi Perkemahan Batu Kuda,3
7,213,Gedung Sate,3
7,228,Museum Sri Baduga,3
7,126,Pantai Goa Cemara,5
7,192,Air Terjun Sri Gethuk,5
7,376,Semarang Chinatown,4
7,183,Jogja Bay Pirates Adventure Waterpark,5
7,129,Bukit Lintang Sewu,4
7,303,Masjid Al-Imtizaj,4
7,296,Batununggal Indah Club,3
7,213,Gedung Sate,3
7,237,Panghegar Waterboom Bandung,5
7,99,Kampung Wisata Kadipaten,4
7,88,Museum Benteng Vredeburg Yogyakarta,4
7,148,Goa Rancang Kencono,3
7,13,Pulau Pramuka,2
7,377,La Kana Chapel,5
7,183,Jogja Bay Pirates Adventure Waterpark,4
7,247,Kiara Artha Park,4
7,31,Wisata Alam Mangrove Angke,3
7,298,Gunung Lalakon,4
7,290,Museum Pendidikan Nasional,4
7,385,Kampung Batik Gedong Semarang,5
7,77,Taman Hutan Tebet,5
7,107,Bangsal Pagelaran,2
7,77,Taman Hutan Tebet,3
8,158,Pantai Pok Tunggal,5
8,301,Lereng Anteng Panoramic Coffee Place,3
8,290,Museum Pendidikan Nasional,2
8,322,Bukit Jamur,5
8,306,Sungai Palayangan,4
8,98,Taman Pelangi Yogyakarta,5
8,235,Gua Belanda,4
8,45,Jakarta Aquarium dan Safari,2
8,173,Pantai Nglambor,3
8,306,Sungai Palayangan,2
8,393,Taman Harmoni Keputih,5
8,395,Taman Prestasi,5
8,89,De Mata Museum Jogja,3
8,433,Museum Mpu Tantular,4
8,143,Seribu Batu Songgo Langit,5
8,275,Curug Cipanas,3
8,25,Pasar Tanah Abang,5
8,98,Taman Pelangi Yogyakarta,2
8,130,Studio Alam Gamplong,3
8,223,Masjid Raya Bandung,5
8,368,Kampoeng Rawa,2
8,164,Pintoe Langit Dahromo,5
8,267,Panama Park 825,4
8,202,Pantai Ngandong,3
8,56,Pantai Ancol,2
8,30,Taman Menteng,3
8,238,Gunung Manglayang,3
8,294,Taman Film,4
9,402,Food Junction Grand Pakuwon,3
9,196,Pantai Ngrenehan,4
9,406,Kebun Bibit Wonorejo,4
9,55,Klenteng Jin De Yuan,4
9,30,Taman Menteng,3
9,246,Curug Tilu Leuwi Opat,5
9,402,Food Junction Grand Pakuwon,3
9,30,Taman Menteng,2
9,310,Taman Bunga Cihideung,4
9,417,Klenteng Sanggar Agung,4
9,304,Situ Cileunca,4
9,206,Wisata Kaliurang,3
9,211,GunungTangkuban perahu,3
9,28,Wisata Agro Edukatif Istana Susu Cibugary,5
9,264,Gereja Katedral Santo Petrus Bandung,3
9,242,Curug Dago,3
9,403,Taman Barunawati,3
9,253,Selasar Sunaryo Art Space,4
9,265,Museum Mandala Wangsit Siliwangi,4
9,331,Kyotoku Floating Market,4
9,188,Pantai Sadranan,4
9,54,Taman Agrowisata Cilangkap,3
9,420,Surabaya Museum (Gedung Siola),5
9,416,Keraton Surabaya,4
9,378,Jembatan Biru Ambarawa,5
9,233,Gunung Papandayan,4
9,95,Desa Wisata Sungai Code Jogja Kota,5
9,105,Candi Donotirto,2
9,233,Gunung Papandayan,5
9,204,Desa Wisata Pulesari,2
9,225,Orchid Forest Cikole,5
9,204,Desa Wisata Pulesari,2
9,341,Hutan Wisata Tinjomoyo Semarang,5
10,145,Desa Wisata Rumah Domes/Teletubbies,3
10,36,Skyrink - Mall Taman Anggrek,4
10,168,Pantai Timang,5
10,12,Pulau Pari,2
10,134,Desa Wisata Gamplong,5
10,280,Gereja Tiberias Indonesia Bandung,4
10,236,Taman Balai Kota Bandung,4
10,95,Desa Wisata Sungai Code Jogja Kota,5
10,344,Pantai Marina,3
10,18,Museum Bank Indonesia,5
10,42,Museum Seni Rupa dan Kramik,3
10,90,Kampung Wisata Taman Sari,5
10,280,Gereja Tiberias Indonesia Bandung,5
10,75,SnowBay Waterpark,4
10,63,Museum Kebangkitan Nasional,5
10,205,Desa Wisata Tembi,5
10,268,Sudut Pandang Bandung,3
10,234,Amazing Art World,3
10,284,Pasar Baru,3
10,405,Surabaya North Quay,3
10,230,Stone Garden Citatah,4
10,197,Pantai Jungwok,3
10,339,Sam Poo Kong Temple,3
10,159,Hutan Pinus Asri,2
10,77,Taman Hutan Tebet,2
10,23,Gereja Katedral,2
10,67,Margasatwa Muara Angke,5
10,35,Grand Indonesia Mall,4
11,229,Rabbit Town,2
11,226,Kawasan Punclut,2
11,310,Taman Bunga Cihideung,3
11,430,Atlantis Land Surabaya,3
11,107,Bangsal Pagelaran,3
11,37,Bumi Perkemahan Cibubur,5
11,322,Bukit Jamur,5
11,109,Hutan Pinus Pengger,2
11,341,Hutan Wisata Tinjomoyo Semarang,4
11,206,Wisata Kaliurang,2
11,97,Monumen Yogya Kembali,4
11,41,Museum Bahari Jakarta,3
11,355,Umbul Sidomukti,4
11,82,Museum Satria Mandala,2
11,376,Semarang Chinatown,4
11,406,Kebun Bibit Wonorejo,4
11,186,Pantai Glagah,4
11,88,Museum Benteng Vredeburg Yogyakarta,3
11,378,Jembatan Biru Ambarawa,2
11,151,Desa Wisata Kelor,5
11,149,Goa Cerme,2
11,6,Taman Impian Jaya Ancol,5
11,150,Wisata Kraton Jogja,2
11,11,Pulau Bidadari,3
11,127,Blue Lagoon Jogja,3
11,6,Taman Impian Jaya Ancol,2
11,5,Atlantis Water Adventure,5
11,236,Taman Balai Kota Bandung,2
12,429,House of Sampoerna,3
12,194,Pantai Wediombo,3
12,27,Sea World,2
12,236,Taman Balai Kota Bandung,3
12,49,Galeri Indonesia Kaya,5
12,369,Monumen Palagan Ambarawa,5
12,94,Sumur Gumuling,5
12,226,Kawasan Punclut,4
12,274,Babakan Siliwangi City Forest Path Bandung,4
12,72,Waterboom PIK (Pantai Indah Kapuk),5
12,183,Jogja Bay Pirates Adventure Waterpark,5
12,265,Museum Mandala Wangsit Siliwangi,4
12,301,Lereng Anteng Panoramic Coffee Place,5
12,46,Pulau Semak Daun,4
12,65,Museum Basoeki Abdullah,2
12,203,Galaxy Waterpark Jogja,5
12,379,Goa Rong,4
12,139,Puncak Gunung Api Purba - Nglanggeran,4
12,5,Atlantis Water Adventure,5
12,141,Bunker Kaliadem Merapi,2
12,312,Taman Hutan Raya Ir. H. Juanda,5
12,154,Pantai Ngrawe (Mesra),5
12,71,Cibubur Garden Diary (Cibugary),5
12,302,Masjid Pusdai,3
12,75,SnowBay Waterpark,5
12,30,Taman Menteng,5
12,52,Kampung Cina,3
12,27,Sea World,3
12,102,Monumen Batik Yogyakarta,5
12,128,Gumuk Pasir Parangkusumo,2
12,293,Taman Badak,5
12,82,Museum Satria Mandala,4
12,402,Food Junction Grand Pakuwon,3
12,98,Taman Pelangi Yogyakarta,2
13,398,Taman Buah Surabaya,2
13,65,Museum Basoeki Abdullah,2
13,398,Taman Buah Surabaya,2
13,371,Wisata Eling Bening,5
13,422,Monumen Jalesveva Jayamahe,4
13,214,Trans Studio Bandung,5
13,20,Museum Taman Prasasti,2
13,114,The Lost World Castle,5
13,229,Rabbit Town,2
13,56,Pantai Ancol,5
13,265,Museum Mandala Wangsit Siliwangi,4
13,129,Bukit Lintang Sewu,4
13,75,SnowBay Waterpark,5
13,296,Batununggal Indah Club,2
13,191,Pantai Drini,2
13,156,Pantai Pulang Sawal,3
13,177,Pantai Parangtritis,2
13,437,Gereja Perawan Maria Tak Berdosa Surabaya,5
13,406,Kebun Bibit Wonorejo,2
13,290,Museum Pendidikan Nasional,2
13,163,Watu Mabur Mangunan,4
13,242,Curug Dago,3
13,178,Goa Pindul,2
13,142,Ledok Sambi,5
13,245,Jendela Alam,4
14,67,Margasatwa Muara Angke,5
14,325,Saung Angklung Mang Udjo,3
14,422,Monumen Jalesveva Jayamahe,4
14,88,Museum Benteng Vredeburg Yogyakarta,2
14,118,Museum Sonobudoyo Unit I,4
14,344,Pantai Marina,2
14,227,Alun-Alun Kota Bandung,4
14,259,Monumen Perjuangan Rakyat Jawa Barat,5
14,376,Semarang Chinatown,5
14,368,Kampoeng Rawa,3
14,396,Monumen Kapal Selam,2
14,167,Geoforest Watu Payung Turunan,3
14,11,Pulau Bidadari,2
14,230,Stone Garden Citatah,5
14,54,Taman Agrowisata Cilangkap,2
14,304,Situ Cileunca,3
14,249,Upside Down World Bandung,5
14,96,Alun Alun Selatan Yogyakarta,2
14,50,Museum Joang 45,2
14,8,Ocean Ecopark,4
14,233,Gunung Papandayan,3
14,362,Danau Rawa Pening,2
14,173,Pantai Nglambor,5
14,435,Taman Air Mancur Menari Kenjeran,5
14,167,Geoforest Watu Payung Turunan,4
14,294,Taman Film,2
14,59,Museum Sumpah Pemuda,3
14,274,Babakan Siliwangi City Forest Path Bandung,4
14,186,Pantai Glagah,4
14,91,Situs Warungboto,5
14,328,Gua Pawon,5
14,371,Wisata Eling Bening,4
14,171,Candi Ijo,3
15,298,Gunung Lalakon,3
15,277,Peta Park,3
15,90,Kampung Wisata Taman Sari,5
15,342,Taman Kasmaran,5
15,435,Taman Air Mancur Menari Kenjeran,3
15,348,Pura Giri Natha,2
15,23,Gereja Katedral,5
15,365,Waduk Jatibarang,5
15,340,Desa Wisata Lembah Kalipancur,3
15,260,Museum Pos Indonesia,5
15,369,Monumen Palagan Ambarawa,4
15,187,Pantai Siung,4
15,74,Museum Tengah Kebun,3
15,297,Mountain View Golf Club,4
15,21,Museum Wayang,2
15,95,Desa Wisata Sungai Code Jogja Kota,3
15,367,Wisata Lereng Kelir,5
15,207,Heha Sky View,4
15,284,Pasar Baru,2
15,321,Glamping Lakeside Rancabali,2
15,248,NuArt Sculpture Park,2
15,153,Pantai Kukup,5
15,248,NuArt Sculpture Park,4
15,355,Umbul Sidomukti,5
15,27,Sea World,3
15,239,Lembang Park & Zoo,3
15,434,Taman Bungkul,2
15,9,Pelabuhan Marina,4
15,360,Air Terjun Kali Pancur,3
15,275,Curug Cipanas,2
15,142,Ledok Sambi,2
15,119,Lava Bantal,4
15,219,Tebing Karaton,2
15,417,Klenteng Sanggar Agung,3
15,170,Candi Borobudur,3
15,357,Wisata Alam Wana Wisata Penggaron,3
16,264,Gereja Katedral Santo Petrus Bandung,2
16,68,Pasar Petak Sembilan,2
16,292,Curug Anom,2
16,89,De Mata Museum Jogja,3
16,203,Galaxy Waterpark Jogja,4
16,73,Museum Perangko,2
16,201,Pantai Kesirat,3
16,252,Kampoeng Tulip,2
16,434,Taman Bungkul,3
16,275,Curug Cipanas,4
16,150,Wisata Kraton Jogja,4
16,414,Jembatan Merah,5
16,67,Margasatwa Muara Angke,4
16,385,Kampung Batik Gedong Semarang,2
16,359,Taman Bunga Celosia,5
16,266,Caringin Tilu,4
16,30,Taman Menteng,4
16,390,Durian Gardens and Tourism Education Watu Simbar,2
16,322,Bukit Jamur,5
16,413,Museum TNI AL Loka Jala Crana,4
16,121,Candi Prambanan,3
16,237,Panghegar Waterboom Bandung,4
16,384,Kampung Tematik Jawi,4
16,132,Air Terjun Kedung Pedut,5
16,26,Pecinan Glodok,2
16,347,Taman Pandanaran,3
16,121,Candi Prambanan,4
16,167,Geoforest Watu Payung Turunan,3
16,270,Bukit Bintang,5
17,16,Jembatan Kota Intan,4
17,339,Sam Poo Kong Temple,2
17,406,Kebun Bibit Wonorejo,5
17,267,Panama Park 825,5
17,384,Kampung Tematik Jawi,5
17,371,Wisata Eling Bening,4
17,19,Kidzania,2
17,318,Situ Patenggang,5
17,104,Tebing Breksi,4
17,37,Bumi Perkemahan Cibubur,2
17,256,Wisata Batu Kuda,4
17,11,Pulau Bidadari,3
17,134,Desa Wisata Gamplong,4
17,181,Pantai Sundak,2
17,236,Taman Balai Kota Bandung,3
17,98,Taman Pelangi Yogyakarta,5
17,199,Pantai Sedahan,3
17,410,Ciputra Waterpark,4
17,33,Taman Suropati,5
17,237,Panghegar Waterboom Bandung,3
17,265,Museum Mandala Wangsit Siliwangi,4
17,78,Hutan Kota Srengseng,4
17,154,Pantai Ngrawe (Mesra),5
17,173,Pantai Nglambor,5
17,414,Jembatan Merah,4
17,288,Masjid Salman ITB,4
17,330,Bandros City Tour,3
17,3,Dunia Fantasi,2
17,47,Taman Situ Lembang,4
17,2,Kota Tua,3
17,145,Desa Wisata Rumah Domes/Teletubbies,3
17,27,Sea World,4
17,32,Setu Babakan,2
17,70,Perpustakaan Nasional,2
17,308,Pemandian Air Panas Ciater,2
17,210,Pantai Congot,4
17,92,Nol Kilometer Jl.Malioboro,3
17,398,Taman Buah Surabaya,3
17,279,Masjid Agung Trans Studio Bandung,4
17,398,Taman Buah Surabaya,4
17,321,Glamping Lakeside Rancabali,3
17,262,Wot Batu,2
17,307,Perkebunan Teh Malabar,3
17,289,Curug Aseupan,4
17,346,Indonesia Kaya Park,2
17,371,Wisata Eling Bening,3
18,102,Monumen Batik Yogyakarta,3
18,332,Rainbow Garden,2
18,80,Plaza Indonesia,5
18,49,Galeri Indonesia Kaya,4
18,375,Kota Lama Semarang,3
18,71,Cibubur Garden Diary (Cibugary),4
18,182,Hutan Mangrove Kulon Progo,5
18,54,Taman Agrowisata Cilangkap,4
18,176,Museum Gunung Merapi,5
18,197,Pantai Jungwok,2
18,151,Desa Wisata Kelor,5
18,260,Museum Pos Indonesia,4
18,405,Surabaya North Quay,5
18,8,Ocean Ecopark,3
18,88,Museum Benteng Vredeburg Yogyakarta,3
18,50,Museum Joang 45,4
18,412,Masjid Nasional Al-Akbar,2
18,147,Bentara Budaya Yogyakarta (BBY),4
18,101,Kampung Wisata Sosro Menduran,5
18,357,Wisata Alam Wana Wisata Penggaron,4
18,272,Taman Budaya Jawa Barat,3
18,413,Museum TNI AL Loka Jala Crana,2
18,185,Pantai Krakal,3
18,80,Plaza Indonesia,5
18,426,Balai Kota Surabaya,2
18,245,Jendela Alam,4
18,46,Pulau Semak Daun,4
18,184,Pantai Sepanjang,3
18,201,Pantai Kesirat,5
18,113,Gedung Agung Yogyakarta,2
18,111,Puncak Pinus Becici,4
18,399,Taman Pelangi,3
18,235,Gua Belanda,5
18,261,Ciwangun Indah Camp Official,2
19,194,Pantai Wediombo,5
19,228,Museum Sri Baduga,2
19,417,Klenteng Sanggar Agung,3
19,205,Desa Wisata Tembi,3
19,112,Bukit Bintang Yogyakarta,3
19,42,Museum Seni Rupa dan Kramik,2
19,168,Pantai Timang,3
19,327,Taman Miniatur Kereta Api,4
19,395,Taman Prestasi,2
19,418,Museum Sepuluh Nopember Kota Surabaya,4
19,84,Kawasan Kuliner BSM,2
19,400,Hutan Bambu Keputih,2
19,195,Pantai Jogan,4
19,34,Pasar Taman Puring,5
19,295,Museum Nike Ardilla,3
19,247,Kiara Artha Park,3
19,344,Pantai Marina,2
19,203,Galaxy Waterpark Jogja,2
19,56,Pantai Ancol,3
19,9,Pelabuhan Marina,3
19,38,Istana Negara Republik Indonesia,5
19,165,Green Village Gedangsari,4
19,212,Jalan Braga,3
19,170,Candi Borobudur,5
19,331,Kyotoku Floating Market,3
19,124,Kauman Pakualaman Yogyakarta,4
19,38,Istana Negara Republik Indonesia,5
19,432,Taman Mundu,4
19,252,Kampoeng Tulip,5
19,317,Curug Cimahi,3
19,127,Blue Lagoon Jogja,5
19,210,Pantai Congot,5
19,333,Kota Mini,4
19,426,Balai Kota Surabaya,5
19,151,Desa Wisata Kelor,3
19,15,Pasar Seni,4
19,430,Atlantis Land Surabaya,4
19,393,Taman Harmoni Keputih,3
19,382,Kampoeng Kopi Banaran,4
19,192,Air Terjun Sri Gethuk,5
19,197,Pantai Jungwok,5
19,192,Air Terjun Sri Gethuk,3
19,346,Indonesia Kaya Park,4
19,213,Gedung Sate,2
20,81,Mall Thamrin City,3
20,9,Pelabuhan Marina,2
20,142,Ledok Sambi,2
20,374,Hutan Pinus Kayon,3
20,227,Alun-Alun Kota Bandung,5
20,202,Pantai Ngandong,5
20,429,House of Sampoerna,3
20,136,Grojogan Watu Purbo Bangunrejo,3
20,278,Masjid Daarut Tauhiid Bandung,3
20,90,Kampung Wisata Taman Sari,2
20,21,Museum Wayang,3
20,192,Air Terjun Sri Gethuk,2
20,335,Candi Gedong Songo,4
20,108,Embung Tambakboyo,4
20,67,Margasatwa Muara Angke,4
20,404,Kenjeran Park,2
20,83,Alive Museum Ancol,3
20,302,Masjid Pusdai,5
20,425,Waterpark Kenjeran Surabaya,4
20,22,Masjid Istiqlal,3
20,360,Air Terjun Kali Pancur,2
20,327,Taman Miniatur Kereta Api,5
20,425,Waterpark Kenjeran Surabaya,3
20,163,Watu Mabur Mangunan,2
20,239,Lembang Park & Zoo,4
20,375,Kota Lama Semarang,5
20,159,Hutan Pinus Asri,4
20,145,Desa Wisata Rumah Domes/Teletubbies,2
20,349,Wisata Mangrove Tapak,2
20,346,Indonesia Kaya Park,3
20,46,Pulau Semak Daun,3
20,84,Kawasan Kuliner BSM,3
20,99,Kampung Wisata Kadipaten,2
20,344,Pantai Marina,2
21,413,Museum TNI AL Loka Jala Crana,5
21,411,Masjid Muhammad Cheng Hoo,4
21,147,Bentara Budaya Yogyakarta (BBY),3
21,121,Candi Prambanan,2
21,373,Museum Kereta Ambarawa,5
21,233,Gunung Papandayan,4
21,64,Museum Sasmita Loka Ahmad Yani,3
21,101,Kampung Wisata Sosro Menduran,4
21,102,Monumen Batik Yogyakarta,2
21,241,Lawangwangi Creative Space,4
21,362,Danau Rawa Pening,2
21,427,Patung Buddha Empat Rupa,4
21,209,Pantai Sanglen,3
21,177,Pantai Parangtritis,4
21,88,Museum Benteng Vredeburg Yogyakarta,5
21,74,Museum Tengah Kebun,3
21,113,Gedung Agung Yogyakarta,3
21,44,Monumen Selamat Datang,2
21,323,Kebun Tanaman Obat Sari Alam,2
21,296,Batununggal Indah Club,2
21,412,Masjid Nasional Al-Akbar,5
21,45,Jakarta Aquarium dan Safari,2
22,179,Candi Ratu Boko,4
22,137,Wisata Alam Kalibiru,2
22,54,Taman Agrowisata Cilangkap,4
22,420,Surabaya Museum (Gedung Siola),5
22,139,Puncak Gunung Api Purba - Nglanggeran,5
22,315,Curug Luhur Waterfall,3
22,78,Hutan Kota Srengseng,2
22,62,Taman Legenda Keong Emas,4
22,244,Kampung Batu Malakasari,2
22,103,Tugu Pal Putih Jogja,5
22,17,Museum Fatahillah,3
22,24,Museum Nasional,5
22,77,Taman Hutan Tebet,3
22,84,Kawasan Kuliner BSM,2
22,68,Pasar Petak Sembilan,2
22,135,Kawasan Wisata Sosrowijayan,3
22,169,Puncak Segoro,3
22,435,Taman Air Mancur Menari Kenjeran,2
22,348,Pura Giri Natha,4
22,18,Museum Bank Indonesia,5
22,197,Pantai Jungwok,2
22,113,Gedung Agung Yogyakarta,2
22,124,Kauman Pakualaman Yogyakarta,3
22,274,Babakan Siliwangi City Forest Path Bandung,3
22,322,Bukit Jamur,4
22,176,Museum Gunung Merapi,3
22,366,Tirto Argo Siwarak,2
22,37,Bumi Perkemahan Cibubur,5
22,242,Curug Dago,4
23,209,Pantai Sanglen,4
23,434,Taman Bungkul,2
23,156,Pantai Pulang Sawal,4
23,97,Monumen Yogya Kembali,5
23,152,Pantai Patihan,3
23,147,Bentara Budaya Yogyakarta (BBY),5
23,398,Taman Buah Surabaya,4
23,336,Grand Maerakaca,2
23,18,Museum Bank Indonesia,4
23,223,Masjid Raya Bandung,3
23,142,Ledok Sambi,4
23,151,Desa Wisata Kelor,2
23,348,Pura Giri Natha,5
23,432,Taman Mundu,2
23,29,Wisata Kuliner Pecenongan,2
23,60,Museum Tekstil,4
23,112,Bukit Bintang Yogyakarta,5
23,60,Museum Tekstil,3
23,85,Taman Pintar Yogyakarta,4
23,49,Galeri Indonesia Kaya,3
23,165,Green Village Gedangsari,4
23,190,Pantai Samas,3
23,281,Tektona Waterpark,5
23,177,Pantai Parangtritis,4
23,339,Sam Poo Kong Temple,3
23,260,Museum Pos Indonesia,4
23,212,Jalan Braga,4
23,240,Taman Lalu Lintas Ade Irma Suryani Nasution,4
23,307,Perkebunan Teh Malabar,4
23,202,Pantai Ngandong,3
23,384,Kampung Tematik Jawi,4
23,6,Taman Impian Jaya Ancol,2
24,148,Goa Rancang Kencono,3
24,96,Alun Alun Selatan Yogyakarta,2
24,192,Air Terjun Sri Gethuk,4
24,319,Kawah Rengganis Cibuni,5
24,344,Pantai Marina,3
24,200,Pantai Watu Kodok,2
24,163,Watu Mabur Mangunan,2
24,161,"Bukit Paralayang, Watugupit",4
24,24,Museum Nasional,2
24,29,Wisata Kuliner Pecenongan,3
24,33,Taman Suropati,2
24,66,Museum Layang-layang,3
24,113,Gedung Agung Yogyakarta,2
24,327,Taman Miniatur Kereta Api,2
24,372,Gua Maria Kerep Ambarawa,4
24,378,Jembatan Biru Ambarawa,3
24,219,Tebing Karaton,4
24,98,Taman Pelangi Yogyakarta,4
24,427,Patung Buddha Empat Rupa,5
24,264,Gereja Katedral Santo Petrus Bandung,2
24,91,Situs Warungboto,5
24,338,Lawang Sewu,2
24,311,The Lodge Maribaya,5
24,191,Pantai Drini,5
25,53,Rumah Sipitung,2
25,392,Ekowisata Mangrove Wonorejo,4
25,299,Sendang Geulis Kahuripan,3
25,386,Air Terjun Semirang,3
25,377,La Kana Chapel,4
